cluster_id,size,majority_label_id,n_classes_in_cluster,class_0_count,class_1_count,class_2_count,class_3_count,class_4_count,class_5_count,class_6_count,class_7_count,class_8_count,class_9_count,class_10_count,provisional_split,provisional_assignment_score,split,nearest_train_similarity_mean,nearest_train_similarity_median,nearest_train_similarity_min,nearest_train_similarity_q25,nearest_train_similarity_q75,nearest_train_similarity_max,controlled_assignment_score,similarity_penalty
116,101,9,1,0,0,0,0,0,0,0,0,0,101,0,train,1.2906612365888834,train,,,,,,,,
117,19,10,1,0,0,0,0,0,0,0,0,0,0,19,train,0.04156299846414493,train,,,,,,,,
119,27,7,2,5,0,0,0,0,0,0,22,0,0,0,train,0.04563742604123269,train,,,,,,,,
120,81,1,1,0,81,0,0,0,0,0,0,0,0,0,train,0.5929026695322919,train,,,,,,,,
121,144,5,1,0,0,0,0,0,144,0,0,0,0,0,train,3.3563378252684757,train,,,,,,,,
122,57,9,1,0,0,0,0,0,0,0,0,0,57,0,train,0.20650133019026837,train,,,,,,,,
123,82,3,1,0,0,0,82,0,0,0,0,0,0,0,train,0.6065556837975282,train,,,,,,,,
124,42,0,1,42,0,0,0,0,0,0,0,0,0,0,train,0.0813871827020907,train,,,,,,,,
125,138,2,1,0,0,138,0,0,0,0,0,0,0,0,train,3.105050348060618,train,,,,,,,,
126,158,10,1,0,0,0,0,0,0,0,0,0,0,158,train,3.919384857146104,train,,,,,,,,
128,107,2,1,0,0,107,0,0,0,0,0,0,0,0,train,1.7418686423958962,train,,,,,,,,
129,90,1,1,0,90,0,0,0,0,0,0,0,0,0,train,0.827453290080147,train,,,,,,,,
130,101,1,1,0,101,0,0,0,0,0,0,0,0,0,train,1.2779230552158942,train,,,,,,,,
131,189,0,4,148,0,0,7,0,0,0,1,0,0,33,train,5.549350503257486,train,,,,,,,,
132,133,1,1,0,133,0,0,0,0,0,0,0,0,0,train,2.996808039303506,train,,,,,,,,
133,101,0,1,101,0,0,0,0,0,0,0,0,0,0,train,1.3116112539952067,train,,,,,,,,
135,65,3,1,0,0,0,65,0,0,0,0,0,0,0,train,0.30125103027638067,train,,,,,,,,
137,199,2,1,0,0,199,0,0,0,0,0,0,0,0,train,6.002744883782784,train,,,,,,,,
138,111,5,1,0,0,0,0,0,111,0,0,0,0,0,train,1.867059196982506,train,,,,,,,,
139,71,3,1,0,0,0,71,0,0,0,0,0,0,0,train,0.37661707585987864,train,,,,,,,,
140,57,6,1,0,0,0,0,0,0,57,0,0,0,0,train,0.19607980809357445,train,,,,,,,,
141,48,3,2,19,0,0,29,0,0,0,0,0,0,0,train,0.11289057693930254,train,,,,,,,,
142,124,3,1,0,0,0,124,0,0,0,0,0,0,0,train,2.4027554647498115,train,,,,,,,,
143,145,0,2,141,0,0,0,0,0,0,0,4,0,0,train,3.5287929937049274,train,,,,,,,,
145,60,0,1,60,0,0,0,0,0,0,0,0,0,0,train,0.24805975247572182,train,,,,,,,,
146,75,5,1,0,0,0,0,0,75,0,0,0,0,0,train,0.4507350897739196,train,,,,,,,,
147,82,2,1,0,0,82,0,0,0,0,0,0,0,0,train,0.5996289851525597,train,,,,,,,,
148,111,7,1,0,0,0,0,0,0,0,111,0,0,0,train,1.8434260181599726,train,,,,,,,,
150,33,5,1,0,0,0,0,0,33,0,0,0,0,0,train,0.055085013135130985,train,,,,,,,,
151,128,4,1,0,0,0,0,128,0,0,0,0,0,0,train,2.5784335211404725,train,,,,,,,,
152,80,1,1,0,80,0,0,0,0,0,0,0,0,0,train,0.5516357676927166,train,,,,,,,,
153,132,2,1,0,0,132,0,0,0,0,0,0,0,0,train,2.880852058958136,train,,,,,,,,
154,222,6,1,0,0,0,0,0,0,222,0,0,0,0,train,6.826777774098039,train,,,,,,,,
155,83,2,1,0,0,83,0,0,0,0,0,0,0,0,train,0.6138114181636619,train,,,,,,,,
156,53,2,1,0,0,53,0,0,0,0,0,0,0,0,train,0.15664184183327917,train,,,,,,,,
157,115,2,1,0,0,115,0,0,0,0,0,0,0,0,train,2.0819271963719403,train,,,,,,,,
158,166,7,1,0,0,0,0,0,0,0,166,0,0,0,train,4.388782483854335,train,,,,,,,,
159,209,2,1,0,0,209,0,0,0,0,0,0,0,0,train,6.420819243557062,train,,,,,,,,
161,122,3,1,0,0,0,122,0,0,0,0,0,0,0,train,2.316696257935578,train,,,,,,,,
162,36,3,1,0,0,0,36,0,0,0,0,0,0,0,train,0.05866670250469166,train,,,,,,,,
163,92,5,1,0,0,0,0,0,92,0,0,0,0,0,train,0.9261341265830297,train,,,,,,,,
164,175,1,1,0,175,0,0,0,0,0,0,0,0,0,train,4.950816439071736,train,,,,,,,,
165,57,5,1,0,0,0,0,0,57,0,0,0,0,0,train,0.214790378555813,train,,,,,,,,
166,149,3,9,15,2,13,49,0,0,6,17,26,20,1,train,3.6594095889851963,train,,,,,,,,
167,131,0,1,131,0,0,0,0,0,0,0,0,0,0,train,2.7544166810832564,train,,,,,,,,
168,16,3,1,0,0,0,16,0,0,0,0,0,0,0,train,0.04030844755054783,train,,,,,,,,
169,58,2,1,0,0,58,0,0,0,0,0,0,0,0,train,0.2326105717927974,train,,,,,,,,
170,46,3,1,0,0,0,46,0,0,0,0,0,0,0,train,0.10469227268864084,train,,,,,,,,
171,121,5,1,0,0,0,0,0,121,0,0,0,0,0,train,2.2689195985480204,train,,,,,,,,
172,115,2,1,0,0,115,0,0,0,0,0,0,0,0,train,2.0405228040598256,train,,,,,,,,
173,115,7,1,0,0,0,0,0,0,0,115,0,0,0,train,2.0140833154748545,train,,,,,,,,
174,46,4,1,0,0,0,0,46,0,0,0,0,0,0,train,0.10178192532803751,train,,,,,,,,
175,77,0,1,77,0,0,0,0,0,0,0,0,0,0,train,0.493986664451778,train,,,,,,,,
176,109,1,1,0,109,0,0,0,0,0,0,0,0,0,train,1.7928226501353204,train,,,,,,,,
177,32,0,1,32,0,0,0,0,0,0,0,0,0,0,train,0.05389087840707391,train,,,,,,,,
178,131,0,1,131,0,0,0,0,0,0,0,0,0,0,train,2.8297368704166983,train,,,,,,,,
179,93,1,1,0,93,0,0,0,0,0,0,0,0,0,train,0.9593739105971375,train,,,,,,,,
180,55,3,1,0,0,0,55,0,0,0,0,0,0,0,train,0.1714649080181102,train,,,,,,,,
181,129,5,1,0,0,0,0,0,129,0,0,0,0,0,train,2.638754848791523,train,,,,,,,,
182,108,2,2,0,0,61,0,0,0,0,0,47,0,0,train,1.7736444833995386,train,,,,,,,,
183,101,7,7,1,5,1,3,0,2,0,65,24,0,0,train,1.324737392248443,train,,,,,,,,
184,16,1,2,0,15,0,1,0,0,0,0,0,0,0,train,0.04036804363240787,train,,,,,,,,
185,110,1,1,0,110,0,0,0,0,0,0,0,0,0,train,1.8092494903958536,train,,,,,,,,
186,104,0,1,104,0,0,0,0,0,0,0,0,0,0,train,1.5799196391697077,train,,,,,,,,
187,19,4,1,0,0,0,0,19,0,0,0,0,0,0,train,0.041401183774379575,train,,,,,,,,
189,150,1,1,0,150,0,0,0,0,0,0,0,0,0,train,3.733252694893433,train,,,,,,,,
190,104,4,5,12,31,0,2,58,0,0,0,1,0,0,train,1.5948375997944026,train,,,,,,,,
191,55,3,1,0,0,0,55,0,0,0,0,0,0,0,train,0.18307935273060144,train,,,,,,,,
192,191,2,9,7,44,50,39,0,0,19,1,29,1,1,train,5.737497271718962,train,,,,,,,,
193,75,0,1,75,0,0,0,0,0,0,0,0,0,0,train,0.46303425423692046,train,,,,,,,,
195,145,2,1,0,0,145,0,0,0,0,0,0,0,0,train,3.4664505911772476,train,,,,,,,,
196,96,0,1,96,0,0,0,0,0,0,0,0,0,0,train,1.0863102614455618,train,,,,,,,,
197,167,0,6,128,0,0,22,1,0,1,9,0,0,6,train,4.486418674457826,train,,,,,,,,
199,68,1,1,0,68,0,0,0,0,0,0,0,0,0,train,0.3385103974078716,train,,,,,,,,
200,80,1,1,0,80,0,0,0,0,0,0,0,0,0,train,0.5579704581890363,train,,,,,,,,
202,89,1,1,0,89,0,0,0,0,0,0,0,0,0,train,0.7911330084143788,train,,,,,,,,
203,92,3,1,0,0,0,92,0,0,0,0,0,0,0,train,0.9160962694268551,train,,,,,,,,
204,116,6,4,0,7,1,42,0,0,66,0,0,0,0,train,2.1006490021418167,train,,,,,,,,
205,45,1,1,0,45,0,0,0,0,0,0,0,0,0,train,0.10058712076777451,train,,,,,,,,
206,161,0,1,161,0,0,0,0,0,0,0,0,0,0,train,4.0695645380215755,train,,,,,,,,
207,49,2,1,0,0,49,0,0,0,0,0,0,0,0,train,0.117408405949921,train,,,,,,,,
209,206,2,1,0,0,206,0,0,0,0,0,0,0,0,train,6.241640413170848,train,,,,,,,,
210,34,1,1,0,34,0,0,0,0,0,0,0,0,0,train,0.05683143281896639,train,,,,,,,,
211,25,0,1,25,0,0,0,0,0,0,0,0,0,0,train,0.044613897377434195,train,,,,,,,,
212,162,0,1,162,0,0,0,0,0,0,0,0,0,0,train,4.18271756307356,train,,,,,,,,
214,211,1,1,0,211,0,0,0,0,0,0,0,0,0,train,6.5427307367421275,train,,,,,,,,
216,88,3,1,0,0,0,88,0,0,0,0,0,0,0,train,0.7349269099054482,train,,,,,,,,
217,103,1,1,0,103,0,0,0,0,0,0,0,0,0,train,1.4126077555181595,train,,,,,,,,
218,69,7,1,0,0,0,0,0,0,0,69,0,0,0,train,0.3493927054854453,train,,,,,,,,
220,95,4,1,0,0,0,0,95,0,0,0,0,0,0,train,1.0385296837681648,train,,,,,,,,
221,118,1,1,0,118,0,0,0,0,0,0,0,0,0,train,2.162604292737113,train,,,,,,,,
222,97,0,1,97,0,0,0,0,0,0,0,0,0,0,train,1.1355172995838263,train,,,,,,,,
223,191,2,1,0,0,191,0,0,0,0,0,0,0,0,train,5.607597877992556,train,,,,,,,,
224,18,0,1,18,0,0,0,0,0,0,0,0,0,0,train,0.04088775932849254,train,,,,,,,,
225,107,1,1,0,107,0,0,0,0,0,0,0,0,0,train,1.757732471052809,train,,,,,,,,
226,27,0,1,27,0,0,0,0,0,0,0,0,0,0,train,0.045285082383143146,train,,,,,,,,
228,79,0,1,79,0,0,0,0,0,0,0,0,0,0,train,0.5451469726104115,train,,,,,,,,
229,63,1,1,0,63,0,0,0,0,0,0,0,0,0,train,0.2742895054988978,train,,,,,,,,
230,141,3,1,0,0,0,141,0,0,0,0,0,0,0,train,3.197304644613709,train,,,,,,,,
231,161,0,3,158,1,0,2,0,0,0,0,0,0,0,train,4.144783561469138,train,,,,,,,,
232,81,5,1,0,0,0,0,0,81,0,0,0,0,0,train,0.5845159751206622,train,,,,,,,,
233,188,0,2,186,2,0,0,0,0,0,0,0,0,0,train,5.4986548661619254,train,,,,,,,,
234,130,1,1,0,130,0,0,0,0,0,0,0,0,0,train,2.729865944713956,train,,,,,,,,
235,142,4,1,0,0,0,0,142,0,0,0,0,0,0,train,3.227072726522069,train,,,,,,,,
236,210,0,1,210,0,0,0,0,0,0,0,0,0,0,train,6.481777201204645,train,,,,,,,,
237,22,1,1,0,22,0,0,0,0,0,0,0,0,0,train,0.043328866694513815,train,,,,,,,,
238,45,2,1,0,0,45,0,0,0,0,0,0,0,0,train,0.09942353949219077,train,,,,,,,,
239,80,3,2,1,0,0,79,0,0,0,0,0,0,0,train,0.5643754238179743,train,,,,,,,,
241,74,7,1,0,0,0,0,0,0,0,74,0,0,0,train,0.4373972422171013,train,,,,,,,,
242,44,0,1,44,0,0,0,0,0,0,0,0,0,0,train,0.09387550720627114,train,,,,,,,,
243,61,3,1,0,0,0,61,0,0,0,0,0,0,0,train,0.25427880771414524,train,,,,,,,,
245,69,0,3,44,0,0,1,0,0,0,24,0,0,0,train,0.3554664286329532,train,,,,,,,,
246,40,5,1,0,0,0,0,0,40,0,0,0,0,0,train,0.074831439780543,train,,,,,,,,
247,87,3,1,0,0,0,87,0,0,0,0,0,0,0,train,0.6934616160134608,train,,,,,,,,
249,93,0,3,91,0,0,1,0,0,1,0,0,0,0,train,0.9794309901846445,train,,,,,,,,
250,74,0,1,74,0,0,0,0,0,0,0,0,0,0,train,0.4239906748639116,train,,,,,,,,
251,37,5,1,0,0,0,0,0,37,0,0,0,0,0,train,0.059201024609139855,train,,,,,,,,
252,44,8,1,0,0,0,0,0,0,0,0,44,0,0,train,0.09511285989785268,train,,,,,,,,
254,58,0,1,58,0,0,0,0,0,0,0,0,0,0,train,0.22973045282002602,train,,,,,,,,
255,53,2,1,0,0,53,0,0,0,0,0,0,0,0,train,0.14714752247221163,train,,,,,,,,
256,88,3,4,1,0,0,82,0,0,3,2,0,0,0,train,0.7539584921086566,train,,,,,,,,
257,87,0,1,87,0,0,0,0,0,0,0,0,0,0,train,0.7097651927012147,train,,,,,,,,
258,47,2,3,6,0,27,0,0,0,14,0,0,0,0,train,0.1110192943319154,train,,,,,,,,
259,92,3,5,3,0,8,74,0,0,0,0,2,0,5,train,0.9482771575776806,train,,,,,,,,
260,32,0,1,32,0,0,0,0,0,0,0,0,0,0,train,0.0535287845814631,train,,,,,,,,
262,37,1,1,0,37,0,0,0,0,0,0,0,0,0,train,0.059845419196565205,train,,,,,,,,
263,72,0,1,72,0,0,0,0,0,0,0,0,0,0,train,0.38608696279861215,train,,,,,,,,
264,169,8,1,0,0,0,0,0,0,0,0,169,0,0,train,4.617305882916815,train,,,,,,,,
265,127,0,2,124,0,0,3,0,0,0,0,0,0,0,train,2.5218392147286104,train,,,,,,,,
266,174,2,1,0,0,174,0,0,0,0,0,0,0,0,train,4.861341863324144,train,,,,,,,,
267,102,2,1,0,0,102,0,0,0,0,0,0,0,0,train,1.369322186969238,train,,,,,,,,
268,120,5,1,0,0,0,0,0,120,0,0,0,0,0,train,2.2024606688475523,train,,,,,,,,
269,172,0,1,172,0,0,0,0,0,0,0,0,0,0,train,4.817453827699474,train,,,,,,,,
270,206,3,1,0,0,0,206,0,0,0,0,0,0,0,train,6.300590926657117,train,,,,,,,,
271,39,0,1,39,0,0,0,0,0,0,0,0,0,0,train,0.06939623895668186,train,,,,,,,,
272,34,3,1,0,0,0,34,0,0,0,0,0,0,0,train,0.05637764173180093,train,,,,,,,,
273,32,1,1,0,32,0,0,0,0,0,0,0,0,0,train,0.05320559353093987,train,,,,,,,,
274,58,0,1,58,0,0,0,0,0,0,0,0,0,0,train,0.24207682009907716,train,,,,,,,,
275,20,10,1,0,0,0,0,0,0,0,0,0,0,20,train,0.042063700438220365,train,,,,,,,,
276,111,3,1,0,0,0,111,0,0,0,0,0,0,0,train,1.9055837719994841,train,,,,,,,,
277,105,4,1,0,0,0,0,105,0,0,0,0,0,0,train,1.659025089126811,train,,,,,,,,
278,39,2,1,0,0,39,0,0,0,0,0,0,0,0,train,0.07169862211186756,train,,,,,,,,
279,53,9,1,0,0,0,0,0,0,0,0,0,53,0,train,0.14401113554055398,train,,,,,,,,
280,102,1,1,0,102,0,0,0,0,0,0,0,0,0,train,1.3427855897100855,train,,,,,,,,
281,131,1,1,0,131,0,0,0,0,0,0,0,0,0,train,2.804552573610434,train,,,,,,,,
282,157,3,1,0,0,0,157,0,0,0,0,0,0,0,train,3.8826030536834595,train,,,,,,,,
283,114,1,2,1,113,0,0,0,0,0,0,0,0,0,train,1.9957735386770983,train,,,,,,,,
284,69,8,1,0,0,0,0,0,0,0,0,69,0,0,train,0.34265249153954175,train,,,,,,,,
286,55,3,1,0,0,0,55,0,0,0,0,0,0,0,train,0.1760186217491327,train,,,,,,,,
288,104,0,1,104,0,0,0,0,0,0,0,0,0,0,train,1.5212402877492501,train,,,,,,,,
289,28,6,1,0,0,0,0,0,0,28,0,0,0,0,train,0.04677693962191238,train,,,,,,,,
290,51,3,1,0,0,0,51,0,0,0,0,0,0,0,train,0.13337495359226556,train,,,,,,,,
291,91,6,2,1,0,0,0,0,0,90,0,0,0,0,train,0.8662215809317331,train,,,,,,,,
292,183,2,1,0,0,183,0,0,0,0,0,0,0,0,train,5.4497415633572786,train,,,,,,,,
293,64,8,2,0,2,0,0,0,0,0,0,62,0,0,train,0.28795349268445036,train,,,,,,,,
294,18,5,1,0,0,0,0,0,18,0,0,0,0,0,train,0.040772552093241377,train,,,,,,,,
296,62,6,1,0,0,0,0,0,0,62,0,0,0,0,train,0.26086043727439123,train,,,,,,,,
297,56,2,1,0,0,56,0,0,0,0,0,0,0,0,train,0.1936307306065061,train,,,,,,,,
298,37,0,1,37,0,0,0,0,0,0,0,0,0,0,train,0.06094346583625974,train,,,,,,,,
299,46,7,1,0,0,0,0,0,0,0,46,0,0,0,train,0.10775760274673357,train,,,,,,,,
301,85,10,1,0,0,0,0,0,0,0,0,0,0,85,train,0.6600573925648605,train,,,,,,,,
302,81,1,1,0,81,0,0,0,0,0,0,0,0,0,train,0.5779108290662498,train,,,,,,,,
303,25,3,1,0,0,0,25,0,0,0,0,0,0,0,train,0.04409784067225881,train,,,,,,,,
304,104,0,1,104,0,0,0,0,0,0,0,0,0,0,train,1.5358446927622975,train,,,,,,,,
305,53,2,1,0,0,53,0,0,0,0,0,0,0,0,train,0.15467567555333203,train,,,,,,,,
306,21,3,2,0,0,0,20,0,0,0,1,0,0,0,train,0.043162841044971416,train,,,,,,,,
307,90,3,1,0,0,0,90,0,0,0,0,0,0,0,train,0.8181664841870051,train,,,,,,,,
309,24,1,1,0,24,0,0,0,0,0,0,0,0,0,train,0.04374737488567955,train,,,,,,,,
310,87,0,1,87,0,0,0,0,0,0,0,0,0,0,train,0.7016358243629532,train,,,,,,,,
311,38,0,1,38,0,0,0,0,0,0,0,0,0,0,train,0.06213723762143755,train,,,,,,,,
312,117,2,1,0,0,117,0,0,0,0,0,0,0,0,train,2.123830547023262,train,,,,,,,,
313,104,9,1,0,0,0,0,0,0,0,0,0,104,0,train,1.550565382285249,train,,,,,,,,
314,67,7,1,0,0,0,0,0,0,0,67,0,0,0,train,0.3289781621588348,train,,,,,,,,
315,56,0,1,56,0,0,0,0,0,0,0,0,0,0,train,0.18872021037631959,train,,,,,,,,
316,138,4,1,0,0,0,0,138,0,0,0,0,0,0,train,3.133136902796392,train,,,,,,,,
317,94,3,4,1,0,1,91,0,0,0,1,0,0,0,train,1.0274648595824183,train,,,,,,,,
318,24,4,1,0,0,0,0,24,0,0,0,0,0,0,train,0.04385090979523146,train,,,,,,,,
319,50,1,1,0,50,0,0,0,0,0,0,0,0,0,train,0.1299173764396841,train,,,,,,,,
320,26,7,3,0,1,0,0,0,5,0,20,0,0,0,train,0.044901153771488754,train,,,,,,,,
322,39,2,1,0,0,39,0,0,0,0,0,0,0,0,train,0.06874201620872396,train,,,,,,,,
323,53,1,1,0,53,0,0,0,0,0,0,0,0,0,train,0.14216322373139556,train,,,,,,,,
324,178,5,1,0,0,0,0,0,178,0,0,0,0,0,train,5.042182120703008,train,,,,,,,,
326,38,1,3,16,21,0,1,0,0,0,0,0,0,0,train,0.06806351938550557,train,,,,,,,,
327,39,0,1,39,0,0,0,0,0,0,0,0,0,0,train,0.07015622466191043,train,,,,,,,,
328,220,6,8,32,0,26,77,4,1,78,1,0,1,0,train,6.754364624722426,train,,,,,,,,
329,132,2,1,0,0,132,0,0,0,0,0,0,0,0,train,2.855210063408675,train,,,,,,,,
330,31,1,1,0,31,0,0,0,0,0,0,0,0,0,train,0.051944681458694957,train,,,,,,,,
331,29,1,1,0,29,0,0,0,0,0,0,0,0,0,train,0.049018207163782745,train,,,,,,,,
332,68,2,1,0,0,68,0,0,0,0,0,0,0,0,train,0.334324981428954,train,,,,,,,,
333,100,0,1,100,0,0,0,0,0,0,0,0,0,0,train,1.265186178697927,train,,,,,,,,
334,128,7,1,0,0,0,0,0,0,0,128,0,0,0,train,2.5450367445786126,train,,,,,,,,
337,29,6,1,0,0,0,0,0,0,29,0,0,0,0,train,0.0477139194086243,train,,,,,,,,
338,61,0,1,61,0,0,0,0,0,0,0,0,0,0,train,0.2575792844435455,train,,,,,,,,
339,92,4,1,0,0,0,0,92,0,0,0,0,0,0,train,0.8807761937050796,train,,,,,,,,
341,91,2,1,0,0,91,0,0,0,0,0,0,0,0,train,0.8568638122307757,train,,,,,,,,
342,49,1,4,0,31,16,1,0,0,1,0,0,0,0,train,0.121092888415434,train,,,,,,,,
343,63,2,1,0,0,63,0,0,0,0,0,0,0,0,train,0.2775917520879146,train,,,,,,,,
345,94,3,1,0,0,0,94,0,0,0,0,0,0,0,train,1.0003292450190815,train,,,,,,,,
347,134,2,1,0,0,134,0,0,0,0,0,0,0,0,train,3.023157201057952,train,,,,,,,,
348,50,2,1,0,0,50,0,0,0,0,0,0,0,0,train,0.12429984562463436,train,,,,,,,,
349,89,4,1,0,0,0,0,89,0,0,0,0,0,0,train,0.780077149548512,train,,,,,,,,
350,44,0,1,44,0,0,0,0,0,0,0,0,0,0,train,0.09265896875388833,train,,,,,,,,
351,72,4,1,0,0,0,0,72,0,0,0,0,0,0,train,0.39592993197397647,train,,,,,,,,
352,62,0,1,62,0,0,0,0,0,0,0,0,0,0,train,0.26706138694388204,train,,,,,,,,
353,91,1,1,0,91,0,0,0,0,0,0,0,0,0,train,0.8477187056198973,train,,,,,,,,
354,136,2,1,0,0,136,0,0,0,0,0,0,0,0,train,3.0498674438182753,train,,,,,,,,
356,126,6,6,5,0,0,51,1,9,59,0,1,0,0,train,2.4708474727559198,train,,,,,,,,
357,216,4,1,0,0,0,0,216,0,0,0,0,0,0,train,6.6045012065649455,train,,,,,,,,
358,96,8,5,4,0,11,0,7,0,0,3,71,0,0,train,1.108672936960608,train,,,,,,,,
359,103,1,1,0,103,0,0,0,0,0,0,0,0,0,train,1.4654358385805575,train,,,,,,,,
360,37,0,1,37,0,0,0,0,0,0,0,0,0,0,train,0.06036997947921392,train,,,,,,,,
362,46,5,1,0,0,0,0,0,46,0,0,0,0,0,train,0.10601852435590656,train,,,,,,,,
364,53,0,1,53,0,0,0,0,0,0,0,0,0,0,train,0.15864066574592037,train,,,,,,,,
365,42,0,1,42,0,0,0,0,0,0,0,0,0,0,train,0.08335483925916828,train,,,,,,,,
366,18,6,2,0,0,0,0,0,0,17,0,0,0,1,train,0.04094932083648375,train,,,,,,,,
369,18,4,1,0,0,0,0,18,0,0,0,0,0,0,train,0.040803007214849016,train,,,,,,,,
371,71,1,1,0,71,0,0,0,0,0,0,0,0,0,train,0.3814851954287721,train,,,,,,,,
