cluster_id,size,majority_label_id,n_classes_in_cluster,class_0_count,class_1_count,class_2_count,class_3_count,class_4_count,class_5_count,class_6_count,class_7_count,class_8_count,class_9_count,class_10_count,provisional_split,provisional_assignment_score,split,nearest_train_similarity_mean,nearest_train_similarity_median,nearest_train_similarity_min,nearest_train_similarity_q25,nearest_train_similarity_q75,nearest_train_similarity_max,controlled_assignment_score,similarity_penalty
372,103,3,1,0,0,0,103,0,0,0,0,0,0,0,train,1.4264330073029858,train,,,,,,,,
373,53,9,1,0,0,0,0,0,0,0,0,0,53,0,train,0.14902734063391587,train,,,,,,,,
374,41,9,1,0,0,0,0,0,0,0,0,0,41,0,train,0.07757665163135534,train,,,,,,,,
375,139,3,1,0,0,0,139,0,0,0,0,0,0,0,train,3.1682032910671634,train,,,,,,,,
376,98,2,1,0,0,98,0,0,0,0,0,0,0,0,train,1.170616882446743,train,,,,,,,,
377,75,2,1,0,0,75,0,0,0,0,0,0,0,0,train,0.4686395311060597,train,,,,,,,,
378,27,1,1,0,27,0,0,0,0,0,0,0,0,0,train,0.04547435857105333,train,,,,,,,,
379,49,3,1,0,0,0,49,0,0,0,0,0,0,0,train,0.11584368408513648,train,,,,,,,,
380,133,1,1,0,133,0,0,0,0,0,0,0,0,0,train,2.970653111427324,train,,,,,,,,
381,105,9,1,0,0,0,0,0,0,0,0,0,105,0,train,1.6786270377814356,train,,,,,,,,
382,148,3,1,0,0,0,148,0,0,0,0,0,0,0,train,3.5933050279397167,train,,,,,,,,
383,49,1,1,0,49,0,0,0,0,0,0,0,0,0,train,0.11439777863647647,train,,,,,,,,
384,125,1,2,60,65,0,0,0,0,0,0,0,0,0,train,2.425293526804239,train,,,,,,,,
385,34,0,1,34,0,0,0,0,0,0,0,0,0,0,train,0.055515148420873364,train,,,,,,,,
386,71,8,1,0,0,0,0,0,0,0,0,71,0,0,train,0.36879684239329613,train,,,,,,,,
387,43,0,2,41,2,0,0,0,0,0,0,0,0,0,train,0.08890976272512072,train,,,,,,,,
388,83,4,1,0,0,0,0,83,0,0,0,0,0,0,train,0.6281749924680344,train,,,,,,,,
390,44,7,1,0,0,0,0,0,0,0,44,0,0,0,train,0.0912202917165354,train,,,,,,,,
391,100,2,1,0,0,100,0,0,0,0,0,0,0,0,train,1.2099291874854519,train,,,,,,,,
392,28,3,1,0,0,0,28,0,0,0,0,0,0,0,train,0.04615416210766291,train,,,,,,,,
394,39,3,1,0,0,0,39,0,0,0,0,0,0,0,train,0.07240469433184538,train,,,,,,,,
395,66,1,1,0,66,0,0,0,0,0,0,0,0,0,train,0.3168902435135469,train,,,,,,,,
396,128,6,5,1,23,0,0,0,6,97,0,0,1,0,train,2.6077387879752165,train,,,,,,,,
398,35,1,1,0,35,0,0,0,0,0,0,0,0,0,train,0.05724595154547231,train,,,,,,,,
399,36,0,1,36,0,0,0,0,0,0,0,0,0,0,train,0.057685920940265346,train,,,,,,,,
400,143,1,1,0,143,0,0,0,0,0,0,0,0,0,train,3.29528501941113,train,,,,,,,,
401,65,5,1,0,0,0,0,0,65,0,0,0,0,0,train,0.2966778791798242,train,,,,,,,,
402,16,2,1,0,0,16,0,0,0,0,0,0,0,0,train,0.04031175422507569,train,,,,,,,,
403,36,1,1,0,36,0,0,0,0,0,0,0,0,0,train,0.05819042547551434,train,,,,,,,,
404,73,1,1,0,73,0,0,0,0,0,0,0,0,0,train,0.41389708973067163,train,,,,,,,,
405,122,1,1,0,122,0,0,0,0,0,0,0,0,0,train,2.338346108467436,train,,,,,,,,
406,168,1,1,0,168,0,0,0,0,0,0,0,0,0,train,4.530033738757697,train,,,,,,,,
408,21,6,1,0,0,0,0,0,0,21,0,0,0,0,train,0.042589105214306006,train,,,,,,,,
409,32,3,1,0,0,0,32,0,0,0,0,0,0,0,train,0.05251060745611483,train,,,,,,,,
410,42,3,1,0,0,0,42,0,0,0,0,0,0,0,train,0.08237311688803552,train,,,,,,,,
411,95,3,1,0,0,0,95,0,0,0,0,0,0,0,train,1.0634742129368275,train,,,,,,,,
412,72,2,1,0,0,72,0,0,0,0,0,0,0,0,train,0.4089896047830999,train,,,,,,,,
413,22,3,1,0,0,0,22,0,0,0,0,0,0,0,train,0.043242707890303066,train,,,,,,,,
414,87,2,5,2,0,71,0,0,5,7,2,0,0,0,train,0.7179759365438643,train,,,,,,,,
417,42,0,1,42,0,0,0,0,0,0,0,0,0,0,train,0.08437294672760895,train,,,,,,,,
418,31,2,1,0,0,31,0,0,0,0,0,0,0,0,train,0.05222499916553503,train,,,,,,,,
420,43,5,1,0,0,0,0,0,43,0,0,0,0,0,train,0.08646605678527529,train,,,,,,,,
422,66,3,1,0,0,0,66,0,0,0,0,0,0,0,train,0.3128143396171024,train,,,,,,,,
423,23,0,1,23,0,0,0,0,0,0,0,0,0,0,train,0.04350271486801168,train,,,,,,,,
424,21,0,1,21,0,0,0,0,0,0,0,0,0,0,train,0.04250444738774894,train,,,,,,,,
425,88,2,1,0,0,88,0,0,0,0,0,0,0,0,train,0.7266486721115235,train,,,,,,,,
426,57,3,1,0,0,0,57,0,0,0,0,0,0,0,train,0.2037570067455568,train,,,,,,,,
427,50,9,1,0,0,0,0,0,0,0,0,0,50,0,train,0.12587035677571445,train,,,,,,,,
428,34,0,1,34,0,0,0,0,0,0,0,0,0,0,train,0.05594018090781603,train,,,,,,,,
430,102,3,3,45,1,0,56,0,0,0,0,0,0,0,train,1.3828469264216188,train,,,,,,,,
431,57,0,1,57,0,0,0,0,0,0,0,0,0,0,train,0.22077049212863684,train,,,,,,,,
432,160,5,1,0,0,0,0,0,160,0,0,0,0,0,train,3.983477231929089,train,,,,,,,,
433,131,0,1,131,0,0,0,0,0,0,0,0,0,0,train,2.7793923770475457,train,,,,,,,,
435,19,3,1,0,0,0,19,0,0,0,0,0,0,0,train,0.041523089808333455,train,,,,,,,,
436,162,2,1,0,0,162,0,0,0,0,0,0,0,0,train,4.221153743210988,train,,,,,,,,
437,20,3,1,0,0,0,20,0,0,0,0,0,0,0,train,0.0419348824015421,train,,,,,,,,
438,57,2,1,0,0,57,0,0,0,0,0,0,0,0,train,0.21216281607839788,train,,,,,,,,
440,129,7,1,0,0,0,0,0,0,0,129,0,0,0,train,2.669974543790185,train,,,,,,,,
441,111,1,1,0,111,0,0,0,0,0,0,0,0,0,train,1.8883106116870199,train,,,,,,,,
442,24,0,1,24,0,0,0,0,0,0,0,0,0,0,train,0.0436194747914756,train,,,,,,,,
443,40,2,1,0,0,40,0,0,0,0,0,0,0,0,train,0.0758469981808466,train,,,,,,,,
444,17,6,1,0,0,0,0,0,0,17,0,0,0,0,train,0.04040170472624409,train,,,,,,,,
445,22,3,1,0,0,0,22,0,0,0,0,0,0,0,train,0.043406851290783345,train,,,,,,,,
446,38,6,1,0,0,0,0,0,0,38,0,0,0,0,train,0.06489151833576204,train,,,,,,,,
448,64,1,1,0,64,0,0,0,0,0,0,0,0,0,train,0.28105113940553067,train,,,,,,,,
449,103,9,1,0,0,0,0,0,0,0,0,0,103,0,train,1.4409045271474028,train,,,,,,,,
450,55,2,1,0,0,55,0,0,0,0,0,0,0,0,train,0.17379823743220468,train,,,,,,,,
451,28,3,1,0,0,0,28,0,0,0,0,0,0,0,train,0.046553989555832564,train,,,,,,,,
452,32,3,2,0,0,1,31,0,0,0,0,0,0,0,train,0.054263981417054304,train,,,,,,,,
453,62,4,1,0,0,0,0,62,0,0,0,0,0,0,train,0.2704661059123736,train,,,,,,,,
454,120,2,1,0,0,120,0,0,0,0,0,0,0,0,train,2.2277878642077846,train,,,,,,,,
456,171,0,1,171,0,0,0,0,0,0,0,0,0,0,train,4.774136248866973,train,,,,,,,,
457,56,2,1,0,0,56,0,0,0,0,0,0,0,0,train,0.19121811247726214,train,,,,,,,,
458,123,0,1,123,0,0,0,0,0,0,0,0,0,0,train,2.3595559122420853,train,,,,,,,,
459,38,0,1,38,0,0,0,0,0,0,0,0,0,0,train,0.06668046638506861,train,,,,,,,,
460,70,6,1,0,0,0,0,0,0,70,0,0,0,0,train,0.36062536728927774,train,,,,,,,,
461,26,2,1,0,0,26,0,0,0,0,0,0,0,0,train,0.044767376715493946,train,,,,,,,,
462,28,2,1,0,0,28,0,0,0,0,0,0,0,0,train,0.04636139204554895,train,,,,,,,,
463,31,4,1,0,0,0,0,31,0,0,0,0,0,0,train,0.05145686386308782,train,,,,,,,,
464,54,6,1,0,0,0,0,0,0,54,0,0,0,0,train,0.16511423578894396,train,,,,,,,,
465,127,3,2,0,12,0,115,0,0,0,0,0,0,0,train,2.498164665885964,train,,,,,,,,
466,97,2,1,0,0,97,0,0,0,0,0,0,0,0,train,1.124068783296308,train,,,,,,,,
467,121,0,1,121,0,0,0,0,0,0,0,0,0,0,train,2.2482404442281365,train,,,,,,,,
468,79,10,1,0,0,0,0,0,0,0,0,0,0,79,train,0.5120206572186444,train,,,,,,,,
469,32,3,1,0,0,0,32,0,0,0,0,0,0,0,train,0.05285166797218079,train,,,,,,,,
470,138,0,1,138,0,0,0,0,0,0,0,0,0,0,train,3.0771898015769956,train,,,,,,,,
471,20,2,1,0,0,20,0,0,0,0,0,0,0,0,train,0.04188734257303823,train,,,,,,,,
472,40,0,1,40,0,0,0,0,0,0,0,0,0,0,train,0.07320125141811204,train,,,,,,,,
473,74,10,1,0,0,0,0,0,0,0,0,0,0,74,train,0.4292968255784746,train,,,,,,,,
474,75,3,1,0,0,0,75,0,0,0,0,0,0,0,train,0.45737214448346564,train,,,,,,,,
475,206,3,4,1,31,0,170,0,0,4,0,0,0,0,train,6.3603887344300745,train,,,,,,,,
476,19,2,1,0,0,19,0,0,0,0,0,0,0,0,train,0.04184648719516679,train,,,,,,,,
477,65,1,1,0,65,0,0,0,0,0,0,0,0,0,train,0.2931171769461911,train,,,,,,,,
478,30,10,1,0,0,0,0,0,0,0,0,0,0,30,train,0.05009996502392899,train,,,,,,,,
479,79,2,1,0,0,79,0,0,0,0,0,0,0,0,train,0.5295446201916831,train,,,,,,,,
480,66,1,1,0,66,0,0,0,0,0,0,0,0,0,train,0.3090550224360034,train,,,,,,,,
481,38,0,1,38,0,0,0,0,0,0,0,0,0,0,train,0.06337749783345839,train,,,,,,,,
482,16,7,1,0,0,0,0,0,0,0,16,0,0,0,train,0.04031510923905295,train,,,,,,,,
483,112,3,2,0,0,0,108,0,0,4,0,0,0,0,train,1.9412428958352306,train,,,,,,,,
486,54,1,1,0,54,0,0,0,0,0,0,0,0,0,train,0.1630497271912067,train,,,,,,,,
487,89,1,1,0,89,0,0,0,0,0,0,0,0,0,train,0.7629360351795342,train,,,,,,,,
488,55,9,1,0,0,0,0,0,0,0,0,0,55,0,train,0.17841260599458708,train,,,,,,,,
490,144,0,1,144,0,0,0,0,0,0,0,0,0,0,train,3.3956840405512088,train,,,,,,,,
491,99,5,1,0,0,0,0,0,99,0,0,0,0,0,train,1.1944587110655953,train,,,,,,,,
492,60,2,1,0,0,60,0,0,0,0,0,0,0,0,train,0.2511937287646679,train,,,,,,,,
493,40,1,1,0,40,0,0,0,0,0,0,0,0,0,train,0.07404952484336863,train,,,,,,,,
494,51,3,1,0,0,0,51,0,0,0,0,0,0,0,train,0.13155529175044667,train,,,,,,,,
495,52,0,1,52,0,0,0,0,0,0,0,0,0,0,train,0.14023996848750048,train,,,,,,,,
496,58,8,1,0,0,0,0,0,0,0,0,58,0,0,train,0.2382097206347322,train,,,,,,,,
497,94,9,3,0,0,2,0,0,0,1,0,0,91,0,train,1.011187724030198,train,,,,,,,,
499,92,10,1,0,0,0,0,0,0,0,0,0,0,92,train,0.8931633119428325,train,,,,,,,,
2,277,2,1,0,0,277,0,0,0,0,0,0,0,0,test,9.090878662120527,validation,0.6546269778955714,0.6527777910232544,0.32236841320991516,0.5897436141967773,0.7317073345184326,0.8529411554336548,5.2964043240822,0.0327777910232544
11,194,5,1,0,0,0,0,0,194,0,0,0,0,0,validation,5.848916427837891,validation,0.7123596692822644,0.692307710647583,0.5353535413742065,0.6575342416763306,0.7402597665786743,0.9032257795333862,2.314018940451931,0.07230771064758301
12,226,0,1,226,0,0,0,0,0,0,0,0,0,0,test,6.98484050365258,validation,0.7261605373526041,0.7039826810359955,0.5368421077728271,0.6426656693220139,0.8309859037399292,0.9047619104385376,2.7866493707618085,0.08398268103599549
15,370,4,1,0,0,0,0,370,0,0,0,0,0,0,validation,11.973118249830078,validation,0.7557809858708768,0.775990754365921,0.54666668176651,0.6852102726697922,0.8307692408561707,0.8941176533699036,9.946822266789866,1.077972263097763
18,239,2,1,0,0,239,0,0,0,0,0,0,0,0,test,8.03812177459338,validation,0.5712251134497351,0.5735294222831726,0.40229883790016174,0.5429852306842804,0.6000000238418579,0.774193525314331,3.7640896327123365,0.04647057771682739
24,181,8,1,0,0,0,0,0,0,0,0,181,0,0,validation,5.3028562461319915,validation,0.6383652249093872,0.6190476417541504,0.5303030014038086,0.5873016119003296,0.6727272868156433,0.8117647171020508,1.8424748315224218,0.0009523582458496049
26,89,2,1,0,0,89,0,0,0,0,0,0,0,0,validation,0.7997805974236296,validation,0.6639931731009752,0.6666666865348816,0.4507042169570923,0.59375,0.7313432693481445,0.8245614171028137,1.593255294608458,0.046666686534881596
34,178,7,1,0,0,0,0,0,0,0,178,0,0,0,validation,5.1022564083323765,validation,0.6337881588868881,0.6206859350204468,0.38461539149284363,0.577692300081253,0.7044697701931,0.7866666913032532,1.624509993117336,0.0006859350204467818
42,316,2,1,0,0,316,0,0,0,0,0,0,0,0,validation,9.802188677516167,validation,0.6132521001221258,0.6131130158901215,0.3614457845687866,0.5616438388824463,0.6714285612106323,0.796875,6.10844654413652,0.006886984109878536
68,121,2,1,0,0,121,0,0,0,0,0,0,0,0,test,2.2956312696840415,validation,0.6541870167432737,0.6301369667053223,0.5,0.5942028760910034,0.7419354915618896,0.8500000238418579,1.559853157808122,0.01013696670532227
83,258,6,1,0,0,0,0,0,0,258,0,0,0,0,test,8.761101333751123,validation,0.5857256655545198,0.6159114837646484,0.3499999940395355,0.5571428537368774,0.6373517960309982,0.739130437374115,4.58159599918331,0.004088516235351558
86,1,1,1,0,1,0,0,0,0,0,0,0,0,0,validation,0.04027955115397944,validation,0.7777777910232544,0.7777777910232544,0.7777777910232544,0.7777777910232544,0.7777777910232544,0.7777777910232544,3.3035726856691285,1.0833333730697632
134,226,1,1,0,226,0,0,0,0,0,0,0,0,0,validation,7.05846109585582,validation,0.832621010267629,0.8428571224212646,0.5365853905677795,0.8307692408561707,0.8529411554336548,0.90625,4.695756860932153,1.278571367263794
144,350,3,1,0,0,0,350,0,0,0,0,0,0,0,validation,11.295544423267856,validation,0.6802537319489887,0.6805555820465088,0.42222222685813904,0.653333306312561,0.7088607549667358,0.9838709831237793,7.6300197865738415,0.060555582046508794
160,267,1,1,0,267,0,0,0,0,0,0,0,0,0,validation,8.900185545223167,validation,0.570101359475418,0.5573770403862,0.3731343150138855,0.5087719559669495,0.6045410335063934,0.8387096524238586,5.093212893795171,0.06262295961380004
188,233,1,1,0,233,0,0,0,0,0,0,0,0,0,test,7.560304449027568,validation,0.7631369519643005,0.7638888955116272,0.6666666865348816,0.7323943376541138,0.7846153974533081,0.8840579986572266,4.734519538272307,1.0416666865348816
198,228,0,1,228,0,0,0,0,0,0,0,0,0,0,validation,7.137508743160501,validation,0.7617945229275185,0.7615494132041931,0.5714285969734192,0.7269061803817749,0.800000011920929,0.8813559412956238,4.447338013822646,1.0346482396125793
215,661,3,11,158,32,66,217,42,7,25,43,20,20,31,validation,13.37702926271919,validation,0.41736954448352964,0.3650793731212616,0.17283950746059418,0.2933333218097687,0.5370370149612427,0.9137930870056152,12.169416645378648,1.4047618806362152
227,90,3,1,0,0,0,90,0,0,0,0,0,0,0,test,0.8089144798322117,validation,0.7081013719240824,0.6805555820465088,0.5974025726318359,0.6617646813392639,0.7715744227170944,0.8709677457809448,1.6207494573906474,0.060555582046508794
244,239,1,1,0,239,0,0,0,0,0,0,0,0,0,validation,8.169644551443206,validation,0.7362622294465867,0.7285714149475098,0.5,0.6756756901741028,0.8062108755111694,0.9841269850730896,4.026220783697892,0.10857141494750977
253,514,1,1,0,514,0,0,0,0,0,0,0,0,0,test,12.832861722116425,validation,0.7244778490599955,0.7183098793029785,0.4776119291782379,0.6677215397357941,0.779411792755127,0.9230769276618958,9.482875500893995,0.09830987930297852
261,38,2,1,0,0,38,0,0,0,0,0,0,0,0,validation,0.06277165224765943,validation,0.6725059073222311,0.6623376607894897,0.5930232405662537,0.6358456015586853,0.7162162065505981,0.7733333110809326,1.7062977733028037,0.04233766078948975
287,230,2,1,0,0,230,0,0,0,0,0,0,0,0,validation,7.4587677065943305,validation,0.6543217636968779,0.6645021736621857,0.41111111640930176,0.5847402364015579,0.7287784814834595,0.8873239159584045,3.117123538978688,0.04450217366218567
336,10,2,1,0,0,10,0,0,0,0,0,0,0,0,validation,0.04027971734388153,validation,0.725684928894043,0.7395421266555786,0.6190476417541504,0.6653226017951965,0.7603448182344437,0.8909090757369995,1.8578276736976138,0.11954212665557862
355,240,1,4,0,236,1,1,0,2,0,0,0,0,0,validation,8.302766249419685,validation,0.6320129248003165,0.6515151262283325,0.3561643958091736,0.5746753215789795,0.698113203048706,0.8392857313156128,4.06722295536596,0.031515126228332524
361,303,1,1,0,303,0,0,0,0,0,0,0,0,0,validation,9.290033406296224,validation,0.7110290052277026,0.7377049326896667,0.4305555522441864,0.6319659352302551,0.800000011920929,0.8846153616905212,5.945807923331248,0.11770493268966675
367,228,4,2,8,0,0,0,220,0,0,0,0,0,0,test,7.231245464537652,validation,0.6839172251914677,0.6708089113235474,0.41258740425109863,0.625,0.7479395717382431,0.9324324131011963,2.9823885957748604,0.05080891132354737
370,33,2,1,0,0,33,0,0,0,0,0,0,0,0,test,0.05465222770263686,validation,0.6323391470042142,0.6081081032752991,0.4749999940395355,0.5600000023841858,0.7361111044883728,0.7692307829856873,1.6598875411787695,0.011891896724700923
389,155,8,1,0,0,0,0,0,0,0,0,155,0,0,test,3.800884762806439,validation,0.6495585630016942,0.6470588445663452,0.5,0.5862069129943848,0.7007462680339813,0.8472222089767456,1.6597023875175572,0.02705884456634522
393,115,5,1,0,0,0,0,0,115,0,0,0,0,0,validation,2.059090855044234,validation,0.7109499845815741,0.7123287916183472,0.450549453496933,0.6550248563289642,0.7668704688549042,0.859375,1.61551682640834,0.09232879161834717
407,58,1,1,0,58,0,0,0,0,0,0,0,0,0,validation,0.23543613754596582,validation,0.7256456089430842,0.7285012304782867,0.5853658318519592,0.698630154132843,0.7571428418159485,0.8292682766914368,1.6169341510964592,0.10850123047828675
415,218,3,1,0,0,0,218,0,0,0,0,0,0,0,test,6.683033277944078,validation,0.6811031610320467,0.7058823704719543,0.45205479860305786,0.6307587921619415,0.7491197139024734,0.890625,2.6373441995717304,0.08588237047195435
421,12,3,1,0,0,0,12,0,0,0,0,0,0,0,test,0.040285796648987675,validation,0.5998881111542383,0.6048906445503235,0.5263158082962036,0.5579443722963333,0.625,0.699999988079071,1.7012497162700815,0.01510935544967651
439,236,0,1,236,0,0,0,0,0,0,0,0,0,0,validation,7.910353284221994,validation,0.5959223800544011,0.5973123908042908,0.32098764181137085,0.5310132503509521,0.6666666865348816,0.8507462739944458,3.52955198836793,0.022687609195709224
447,242,2,1,0,0,242,0,0,0,0,0,0,0,0,test,8.450829260003152,validation,0.6298438406680241,0.6216216087341309,0.532608687877655,0.5967742204666138,0.6569196581840515,0.7857142686843872,4.204912338745672,0.0016216087341308638
455,25,9,1,0,0,0,0,0,0,0,0,0,25,0,validation,0.0444046759261409,validation,0.6927582883834839,0.6716417670249939,0.5076923370361328,0.6363636255264282,0.7704917788505554,0.8392857313156128,1.7533928583901268,0.0516417670249939
